statistic_label,year,county,unit,value,region
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Louth,Euro Million,2064.33,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Mayo,Euro Million,1696.85,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Meath,Euro Million,3367.82,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Cavan/Monaghan,Euro Million,741.1,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Laois/Offaly,Euro Million,1100.45,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Roscommon/Longford,Euro Million,828.06,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Sligo/Leitrim,Euro Million,925.72,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Tipperary,Euro Million,2384.67,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Waterford,Euro Million,1849.65,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Westmeath,Euro Million,1465.78,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Wexford,Euro Million,2042.64,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2007,Wicklow,Euro Million,2733.36,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Kilkenny/Carlow,Euro Million,858.69,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Cavan/Monaghan,Euro Million,926.73,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Clare,Euro Million,1803.68,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Cork,Euro Million,9210.88,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Donegal,Euro Million,1739.24,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Dublin,Euro Million,27837.71,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Galway,Euro Million,4095.1,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Kerry,Euro Million,2010.71,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Kildare,Euro Million,4294.89,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Kilkenny/Carlow,Euro Million,1361.11,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Laois/Offaly,Euro Million,1159.47,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Sligo/Leitrim,Euro Million,433.85,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Limerick,Euro Million,3322.15,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Roscommon/Longford,Euro Million,537.39,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Louth,Euro Million,2106.27,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Mayo,Euro Million,1733.78,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Meath,Euro Million,3426.27,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Cavan/Monaghan,Euro Million,747.38,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Laois/Offaly,Euro Million,1098.99,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Roscommon/Longford,Euro Million,845.45,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Sligo/Leitrim,Euro Million,961.95,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Tipperary,Euro Million,2477.72,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Waterford,Euro Million,1895.58,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Westmeath,Euro Million,1456.44,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Wexford,Euro Million,2043.37,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2008,Wicklow,Euro Million,2787.85,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Kilkenny/Carlow,Euro Million,769.38,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Cavan/Monaghan,Euro Million,834.75,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Clare,Euro Million,1688.23,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Cork,Euro Million,8453.88,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Donegal,Euro Million,1590.37,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Dublin,Euro Million,25388.99,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Galway,Euro Million,3697.49,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Kerry,Euro Million,1868.26,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Kildare,Euro Million,3954.24,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Kilkenny/Carlow,Euro Million,1264.04,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Laois/Offaly,Euro Million,1065.43,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Sligo/Leitrim,Euro Million,385.82,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Limerick,Euro Million,2884.8,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Roscommon/Longford,Euro Million,495.76,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Louth,Euro Million,1881.21,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Mayo,Euro Million,1655.2,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Meath,Euro Million,3128.87,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Cavan/Monaghan,Euro Million,662.11,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Laois/Offaly,Euro Million,988.73,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Roscommon/Longford,Euro Million,762.1,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Sligo/Leitrim,Euro Million,882.05,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Tipperary,Euro Million,2249.37,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Waterford,Euro Million,1709.04,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Westmeath,Euro Million,1324.49,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Wexford,Euro Million,1891.67,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2009,Wicklow,Euro Million,2531.6,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Kilkenny/Carlow,Euro Million,725.48,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Cavan/Monaghan,Euro Million,828.93,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Clare,Euro Million,1624.38,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Cork,Euro Million,7894.75,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Donegal,Euro Million,1417.83,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Dublin,Euro Million,24045.74,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Galway,Euro Million,3455.49,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Kerry,Euro Million,1708.41,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Kildare,Euro Million,3675.26,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Kilkenny/Carlow,Euro Million,1128.19,Southern
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Laois/Offaly,Euro Million,924.48,Eastern & Midland
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Sligo/Leitrim,Euro Million,347.28,Northern & Western
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)",2010,Limerick,Euro Million,2828.63,Southern
